course_id,ualberta_feedback_user_id,feedback_system,feedback_rating,feedback_max_rating,feedback_ts
"99SZyjVxEeW6RApRXdjJPw",52637d943a5b40652de7fbecddcaefdc724a2cde,"NPS_FIRST_WEEK",10,10,2016-05-30 20:39:47.003
"99SZyjVxEeW6RApRXdjJPw",526d864089d09b860b5b3dee756626cbd4cdb4a0,"STAR",5,5,2016-03-29 19:14:13.981
"99SZyjVxEeW6RApRXdjJPw",237c9e19fab0d993a66c9d4b42d483cdee43a7a0,"NPS_FIRST_WEEK",10,10,2016-05-27 11:21:57.707
"99SZyjVxEeW6RApRXdjJPw",86b6b987dc1913e0974b6b668065f7578b87ab0d,"NPS_FIRST_WEEK",7,10,2016-03-29 02:47:28.317
"99SZyjVxEeW6RApRXdjJPw",d5ea06e03add1c39c6b30d244747270a14f2adf0,"NPS_FIRST_WEEK",10,10,2016-04-03 19:03:10.701
"99SZyjVxEeW6RApRXdjJPw",53f3187b08c24a6992f10fc32ac897cf419a1c35,"NPS_END_OF_COURSE",9,10,2016-05-03 05:23:21.42
"99SZyjVxEeW6RApRXdjJPw",53f3187b08c24a6992f10fc32ac897cf419a1c35,"NPS_FIRST_WEEK",9,10,2016-04-01 13:48:35.267
"99SZyjVxEeW6RApRXdjJPw",1ba8787cbe2c8eac1952ca016c76bbf3fd0fac86,"NPS_FIRST_WEEK",7,10,2016-04-02 16:44:43.846
"99SZyjVxEeW6RApRXdjJPw",0d85d0f7f4805934f61fb04165638a2878fb98a0,"NPS_END_OF_COURSE",5,10,2016-05-02 08:50:41.292
"99SZyjVxEeW6RApRXdjJPw",0d85d0f7f4805934f61fb04165638a2878fb98a0,"NPS_FIRST_WEEK",8,10,2016-03-25 19:06:03.681
"99SZyjVxEeW6RApRXdjJPw",5109d5bb746a7f5b030186c467c71a7043719eab,"NPS_END_OF_COURSE",9,10,2016-06-14 12:44:31.455
"99SZyjVxEeW6RApRXdjJPw",68cb25190dd7ac6d218177d2883bb963cdeaa8e5,"NPS_FIRST_WEEK",10,10,2016-04-04 16:59:03.178
"99SZyjVxEeW6RApRXdjJPw",68cb25190dd7ac6d218177d2883bb963cdeaa8e5,"STAR",5,5,2016-04-05 19:54:47.338
"99SZyjVxEeW6RApRXdjJPw",2a203b821dc19a598103f0f8ba15729f9501f7cf,"NPS_FIRST_WEEK",9,10,2016-03-28 00:40:01.876
"99SZyjVxEeW6RApRXdjJPw",1141bd27a81f4c57cd2fbb6ad1a7594cca3044e2,"NPS_END_OF_COURSE",9,10,2016-04-21 22:19:54.01
"99SZyjVxEeW6RApRXdjJPw",28dae8448326de1d785606fd93f834af3380be6e,"NPS_END_OF_COURSE",10,10,2016-06-27 01:06:08.957
"99SZyjVxEeW6RApRXdjJPw",a50027f5274455927c0862380588522ab634d9eb,"NPS_FIRST_WEEK",9,10,2016-05-29 21:09:17.272
"99SZyjVxEeW6RApRXdjJPw",7103b032d8716bd9e85ed5646e5b45b455e30121,"NPS_FIRST_WEEK",9,10,2016-04-06 14:14:47.112
"99SZyjVxEeW6RApRXdjJPw",c8f34b260ed9ef7dcca6d24663a289a18589af63,"NPS_FIRST_WEEK",10,10,2016-05-25 06:44:24.663
"99SZyjVxEeW6RApRXdjJPw",e1c9324c1294d8fe6ebec28996471665e1f2613a,"NPS_END_OF_COURSE",9,10,2016-04-27 02:04:56.115
"99SZyjVxEeW6RApRXdjJPw",6838e43cb857bffb92032de1533a7d8852366d09,"NPS_FIRST_WEEK",10,10,2016-04-04 04:51:22.145
"99SZyjVxEeW6RApRXdjJPw",1fe5a732c6aad044ad42b19474dc9118b79e9799,"NPS_END_OF_COURSE",10,10,2016-06-23 22:35:50.304
"99SZyjVxEeW6RApRXdjJPw",1fe5a732c6aad044ad42b19474dc9118b79e9799,"NPS_FIRST_WEEK",10,10,2016-05-30 02:56:02.36
