course_id,course_item_id,ualberta_user_id,course_quiz_grade_ts,course_quiz_grade,course_quiz_max_grade
"99SZyjVxEeW6RApRXdjJPw","vG7i3",441973f7d1a8c2848e2aae6103913b7fd56af73b,2016-04-08 22:45:29.652,9,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",438455d2d5975db4f880af05d24006778c620171,2016-04-03 14:55:46.075,9,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",f889f197d46a20a0475f90b3a64d84cd6e5823b6,2016-04-05 16:31:56.773,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",dbb58af1975eb83c11670b0de4a422d75f183203,2016-06-06 20:49:28.601,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",817137ccf69af3d65130c3a84e64ba7f64acff7d,2016-06-06 00:47:12.487,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",bb03dee49e69c5ef5c536f2819ccb85f6c794975,2016-04-07 03:29:38.065,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",271b016379521ac0bfe888c7d275e12592b0e184,2016-04-07 04:22:13.744,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",b3c570ccbe00f2c2af7aef8ccfb8ddc979b7bdf0,2016-04-02 19:11:07.608,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",89fd54f762c88e3a59f855be75398c43e99b16af,2016-05-28 10:09:10.299,9,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",1843cf6f918e38997b63def46482a3a8b97d11b8,2016-06-01 09:08:20.217,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",706b78e853851340e59fa20fd1c4ccc0f3f6980b,2016-04-05 18:20:02.511,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",7a2f0ab568bdb17a1e7c77de03571d60b8883199,2016-04-06 18:36:55.977,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",6b132c94c5b696838abdf35ad63540e17af045ea,2016-04-01 05:39:55.988,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",3d04cea0af23b69a0e0d3ae947b86d19352a04a7,2016-04-09 20:04:04.94,9,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",9d1160eaafb3a2ddc55d6f0260860e5937005d5d,2016-04-07 22:30:01.171,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",8d3824607f04f8a401dad452df9aaf902d9aa50d,2016-04-11 14:39:01.841,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",163089ed054793003b76588bc3b59f8084df16d5,2016-03-27 16:31:20.884,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",22d843c46ba58094ebc0979c8929b8cfb2dce67d,2016-05-24 16:48:58.228,9,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",92718b1439087c586652ae4567ca0ced9e37a2a5,2016-04-09 09:24:55.153,9,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",e86852910012bfa2faa49ea478773ff1a3be927f,2016-04-09 20:02:32.268,9,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",ed57be6fa13a04ac4dff0ff3a77fb58df34db991,2016-04-08 22:43:14.771,9,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",274dfce33cb1566d32cd6e57385522ac4455a049,2016-05-30 23:36:29.118,8,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",dccf3a7e52a2ecd08a34e2788a79c4db339855ec,2016-04-11 09:07:57.435,10,10
