ualberta_discussions_user_id,course_id,discussion_question_id,discussion_question_vote_value,discussion_question_vote_ts
0b6155f11b5edccab7a0e655818e6137671a1b4a,"99SZyjVxEeW6RApRXdjJPw","LTOqCPTVEeWfohJ0hvQveQ",1,2016-04-09 16:30:50.628
10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","RX7pHQgREeapThKxDflszw",1,2016-04-24 10:16:33.273
a7030d294ea82182b9d63faa71ecded636674636,"99SZyjVxEeW6RApRXdjJPw","RX7pHQgREeapThKxDflszw",1,2016-04-25 00:32:16.672
eca453e58264b7cf8ed10de5d650a5e1b7507fc8,"99SZyjVxEeW6RApRXdjJPw","p3A8PvqgEeW6Zw7gOA-Tyw",1,2016-04-15 02:18:21.191
e9787c4aadb4eaba0486789253a55da8fab8c733,"99SZyjVxEeW6RApRXdjJPw","p3A8PvqgEeW6Zw7gOA-Tyw",1,2016-04-09 14:58:39.344
8449eb049cf23b58beb6c9cf069b1b66764c9881,"99SZyjVxEeW6RApRXdjJPw","p3A8PvqgEeW6Zw7gOA-Tyw",1,2016-04-04 20:20:43.706
10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","p3A8PvqgEeW6Zw7gOA-Tyw",1,2016-04-14 09:06:12.904
10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","9n_Ylv5fEeWS4Ar9qFG8UQ",1,2016-04-11 09:47:38.422
831764f171d41cd6e808eb8bc8a02a58bf13bd1f,"99SZyjVxEeW6RApRXdjJPw","g8ZPnSEvEea0fgo0T3qZ0Q",1,2016-05-25 04:01:24.754
eca453e58264b7cf8ed10de5d650a5e1b7507fc8,"99SZyjVxEeW6RApRXdjJPw","km9L-_kIEeWEAhLOZ9BW_w",1,2016-04-15 02:16:28.707
09496afbb7d49e39d2853bf4d6e66985e6c73021,"99SZyjVxEeW6RApRXdjJPw","km9L-_kIEeWEAhLOZ9BW_w",1,2016-04-14 13:12:28.433
146b198edcc6dddd2a039a9c12f4856a2004c819,"99SZyjVxEeW6RApRXdjJPw","Nwi0Pw8BEeaZrBJIefqa4w",1,2016-05-01 12:15:43.974
7abcbe0892cb53bc380025873b7a6e743b2c2ccc,"99SZyjVxEeW6RApRXdjJPw","Nwi0Pw8BEeaZrBJIefqa4w",1,2016-05-01 18:21:24.068
35b90de86c7237d5c3527899b78d701343fbf0d7,"99SZyjVxEeW6RApRXdjJPw","RifCpDu8EeaQYwrcKTQWAQ",1,2016-06-27 01:45:49.383
10b58e5726aca57a86fecb62b9517d12a7a4a02b,"99SZyjVxEeW6RApRXdjJPw","4Ohv-e-LEeWFuw7QEATDpw",1,2016-03-24 06:38:07.657
